instruction,input,response
"Given the dataset delimited by the triple backticks, forecast number of days client 3993-QUNVJ will take for the payment of an invoice dated 2013-10-30 with an amount 61.54 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
3993-QUNVJ  2012-01-03          50.39            20
3993-QUNVJ  2012-03-18          60.93            15
3993-QUNVJ  2012-03-31          75.33            16
3993-QUNVJ  2012-05-02          63.42            21
3993-QUNVJ  2012-07-08          47.48            24
3993-QUNVJ  2012-07-15          48.65            15
3993-QUNVJ  2012-07-17          56.21            23
3993-QUNVJ  2012-07-23          61.76            17
3993-QUNVJ  2012-08-02          67.90            16
3993-QUNVJ  2012-08-17          37.24            16
3993-QUNVJ  2013-01-04          88.48            26
3993-QUNVJ  2013-01-31          68.79             8
3993-QUNVJ  2013-02-01          56.65             4
3993-QUNVJ  2013-03-20          63.32            26
3993-QUNVJ  2013-03-25          47.33            14
3993-QUNVJ  2013-04-06          76.44            11
3993-QUNVJ  2013-04-16          77.61            11
3993-QUNVJ  2013-04-18          58.44             8
3993-QUNVJ  2013-05-10          60.10            15
3993-QUNVJ  2013-06-21          81.06             9
3993-QUNVJ  2013-08-14          54.20            12
3993-QUNVJ  2013-09-03          84.91            16
3993-QUNVJ  2013-09-17          58.09             7
```","{'customerID': '3993-QUNVJ', 'InvoiceDate': '2013-10-30', 'InvoiceAmount': 61.54, 'DaysToSettle': 11}"
"Given the dataset delimited by the triple backticks, forecast number of days client 4092-ZAVRG will take for the payment of an invoice dated 2013-08-23 with an amount 62.68 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
4092-ZAVRG  2012-01-04          75.21             9
4092-ZAVRG  2012-02-11          43.62             7
4092-ZAVRG  2012-05-07          50.96             6
4092-ZAVRG  2012-05-20          62.96             2
4092-ZAVRG  2012-06-05          71.60             1
4092-ZAVRG  2012-06-27          73.09             3
4092-ZAVRG  2012-08-06          92.36             4
4092-ZAVRG  2012-08-25          72.20             3
4092-ZAVRG  2012-09-28          60.14             6
4092-ZAVRG  2012-10-23          84.43            29
4092-ZAVRG  2012-11-25          87.71             5
4092-ZAVRG  2012-12-09          81.27             4
4092-ZAVRG  2013-02-06          82.93             4
4092-ZAVRG  2013-02-10          73.56             1
4092-ZAVRG  2013-02-27          69.65            12
4092-ZAVRG  2013-04-08          77.41             6
4092-ZAVRG  2013-07-23          72.88            19
4092-ZAVRG  2013-08-07          73.08             1
4092-ZAVRG  2013-08-14          78.44             1
```","{'customerID': '4092-ZAVRG', 'InvoiceDate': '2013-08-23', 'InvoiceAmount': 62.68, 'DaysToSettle': 19}"
"Given the dataset delimited by the triple backticks, forecast number of days client 4460-ZXNDN will take for the payment of an invoice dated 2013-11-06 with an amount 56.03 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
4460-ZXNDN  2012-03-25          45.59            34
4460-ZXNDN  2012-04-09          61.97            46
4460-ZXNDN  2012-05-06          64.40            37
4460-ZXNDN  2012-05-08          61.86            50
4460-ZXNDN  2012-05-23          74.28            56
4460-ZXNDN  2012-06-09          64.44            33
4460-ZXNDN  2012-06-09          51.60            44
4460-ZXNDN  2012-09-28          90.57            35
4460-ZXNDN  2012-10-01          59.60            33
4460-ZXNDN  2012-10-01          58.19            51
4460-ZXNDN  2012-10-06          80.31            38
4460-ZXNDN  2012-10-09          76.79            53
4460-ZXNDN  2012-10-25          75.29            46
4460-ZXNDN  2012-12-16          75.06            27
4460-ZXNDN  2012-12-29          58.90            43
4460-ZXNDN  2013-01-15          72.05            54
4460-ZXNDN  2013-02-23          84.71            37
4460-ZXNDN  2013-03-09          32.97            38
4460-ZXNDN  2013-03-21          84.43            60
4460-ZXNDN  2013-04-22          75.16            64
4460-ZXNDN  2013-04-28          62.63            34
4460-ZXNDN  2013-05-14          80.76            39
4460-ZXNDN  2013-05-24         102.98            32
4460-ZXNDN  2013-05-29         101.06            57
4460-ZXNDN  2013-06-13          50.47            35
4460-ZXNDN  2013-09-01          73.77            45
```","{'customerID': '4460-ZXNDN', 'InvoiceDate': '2013-11-06', 'InvoiceAmount': 56.03, 'DaysToSettle': 30}"
"Given the dataset delimited by the triple backticks, forecast number of days client 4632-QZOKX will take for the payment of an invoice dated 2013-09-19 with an amount 33.9 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
4632-QZOKX  2012-02-14          83.42            35
4632-QZOKX  2012-02-18          72.18            46
4632-QZOKX  2012-02-21          76.19            42
4632-QZOKX  2012-02-27          70.89            46
4632-QZOKX  2012-05-20          65.77            38
4632-QZOKX  2012-06-10          40.54            31
4632-QZOKX  2012-07-23          52.71            33
4632-QZOKX  2012-08-02          58.06            43
4632-QZOKX  2012-11-03          64.04            53
4632-QZOKX  2013-01-12          65.61            39
4632-QZOKX  2013-03-25          64.32            31
4632-QZOKX  2013-05-06          49.83            36
4632-QZOKX  2013-05-07          50.22            30
4632-QZOKX  2013-05-29          46.25            33
4632-QZOKX  2013-09-02          47.24            26
```","{'customerID': '4632-QZOKX', 'InvoiceDate': '2013-09-19', 'InvoiceAmount': 33.9, 'DaysToSettle': 50}"
"Given the dataset delimited by the triple backticks, forecast number of days client 4640-FGEJI will take for the payment of an invoice dated 2013-10-21 with an amount 97.42 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
4640-FGEJI  2012-01-11          84.42            28
4640-FGEJI  2012-02-06          54.60            40
4640-FGEJI  2012-04-19          70.02            32
4640-FGEJI  2012-04-24          74.19            28
4640-FGEJI  2012-05-22          59.74            27
4640-FGEJI  2012-05-31          65.13            27
4640-FGEJI  2012-06-04          43.75            21
4640-FGEJI  2012-06-17          58.13            41
4640-FGEJI  2012-07-05          66.54            39
4640-FGEJI  2012-07-15          80.69            42
4640-FGEJI  2012-09-02          68.57            42
4640-FGEJI  2012-09-23          64.60            22
4640-FGEJI  2012-09-25          93.51            29
4640-FGEJI  2012-10-14          62.43            29
4640-FGEJI  2012-11-02          99.34            33
4640-FGEJI  2012-11-06          95.58            30
4640-FGEJI  2012-12-04          78.12            39
4640-FGEJI  2012-12-17          99.67            51
4640-FGEJI  2012-12-25          58.59            29
4640-FGEJI  2013-01-01          80.27            15
4640-FGEJI  2013-01-14          40.13            34
4640-FGEJI  2013-03-07          90.34            32
4640-FGEJI  2013-03-24          97.33            47
4640-FGEJI  2013-04-02          94.62            19
4640-FGEJI  2013-04-13          75.55             9
4640-FGEJI  2013-04-20          63.48            26
4640-FGEJI  2013-04-24          49.64            11
4640-FGEJI  2013-05-12         100.16            41
4640-FGEJI  2013-06-30          97.75            19
4640-FGEJI  2013-09-01          42.37            23
4640-FGEJI  2013-09-12          76.18            23
4640-FGEJI  2013-09-19          72.09            18
4640-FGEJI  2013-10-20          94.47            16
```","{'customerID': '4640-FGEJI', 'InvoiceDate': '2013-10-21', 'InvoiceAmount': 97.42, 'DaysToSettle': 24}"
"Given the dataset delimited by the triple backticks, forecast number of days client 4651-PMEXQ will take for the payment of an invoice dated 2013-09-05 with an amount 70.29 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
4651-PMEXQ  2012-01-09         100.32            33
4651-PMEXQ  2012-02-14          83.09            28
4651-PMEXQ  2012-04-26          96.76            28
4651-PMEXQ  2012-04-30          83.70            22
4651-PMEXQ  2012-07-01          94.97            32
4651-PMEXQ  2012-07-12          68.84            22
4651-PMEXQ  2012-09-07          72.07            23
4651-PMEXQ  2012-09-29          63.10            22
4651-PMEXQ  2012-10-24          77.71            24
4651-PMEXQ  2012-11-03          49.01            25
4651-PMEXQ  2012-11-17          63.85            25
4651-PMEXQ  2013-01-04          77.46            20
4651-PMEXQ  2013-01-28          65.56            25
4651-PMEXQ  2013-01-29         102.01            40
4651-PMEXQ  2013-02-02          80.50            15
4651-PMEXQ  2013-04-07          89.06            21
4651-PMEXQ  2013-04-09          81.53            16
4651-PMEXQ  2013-06-13          78.76            17
4651-PMEXQ  2013-09-02          69.87            29
```","{'customerID': '4651-PMEXQ', 'InvoiceDate': '2013-09-05', 'InvoiceAmount': 70.29, 'DaysToSettle': 23}"
"Given the dataset delimited by the triple backticks, forecast number of days client 5148-SYKLB will take for the payment of an invoice dated 2013-10-31 with an amount 91.26 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
5148-SYKLB  2012-01-16          74.01            16
5148-SYKLB  2012-01-27          94.00            26
5148-SYKLB  2012-02-12          69.43            21
5148-SYKLB  2012-04-19          93.99            29
5148-SYKLB  2012-06-18          58.35            45
5148-SYKLB  2012-06-18          88.48            43
5148-SYKLB  2012-08-30          67.37            37
5148-SYKLB  2012-09-21          73.69            47
5148-SYKLB  2012-09-21          59.00            37
5148-SYKLB  2012-09-28          89.15            32
5148-SYKLB  2013-03-05          79.49            53
5148-SYKLB  2013-04-19          74.28            40
5148-SYKLB  2013-05-09          89.43            35
5148-SYKLB  2013-05-10          86.41            32
5148-SYKLB  2013-05-29          68.80            42
5148-SYKLB  2013-06-11          84.15            42
5148-SYKLB  2013-10-04          76.18            23
```","{'customerID': '5148-SYKLB', 'InvoiceDate': '2013-10-31', 'InvoiceAmount': 91.26, 'DaysToSettle': 22}"
"Given the dataset delimited by the triple backticks, forecast number of days client 5164-VMYWJ will take for the payment of an invoice dated 2013-09-01 with an amount 65.9 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
5164-VMYWJ  2012-01-03          71.33            27
5164-VMYWJ  2012-03-27          74.07            28
5164-VMYWJ  2012-04-08          76.68            17
5164-VMYWJ  2012-07-11          72.52            30
5164-VMYWJ  2012-07-26          78.22            38
5164-VMYWJ  2012-07-28          86.76            49
5164-VMYWJ  2012-08-29          71.79            35
5164-VMYWJ  2012-09-15          62.58            37
5164-VMYWJ  2012-10-18          70.42            16
5164-VMYWJ  2012-10-25          65.20            17
5164-VMYWJ  2012-10-30          56.93            18
5164-VMYWJ  2012-11-15          62.62            19
5164-VMYWJ  2012-12-15          59.50            43
5164-VMYWJ  2013-01-03          67.66            29
5164-VMYWJ  2013-01-14          51.86            26
5164-VMYWJ  2013-02-15          46.24            15
5164-VMYWJ  2013-02-22          90.22            20
5164-VMYWJ  2013-03-03          79.74            22
5164-VMYWJ  2013-03-22          72.00            24
5164-VMYWJ  2013-03-23          59.54            19
5164-VMYWJ  2013-03-24          82.64            26
5164-VMYWJ  2013-03-27         126.31            40
5164-VMYWJ  2013-03-28          83.73            39
5164-VMYWJ  2013-04-16          52.57            33
5164-VMYWJ  2013-05-05          60.77            30
5164-VMYWJ  2013-07-23          81.15            21
5164-VMYWJ  2013-07-29          75.37            25
5164-VMYWJ  2013-08-10          45.49            22
5164-VMYWJ  2013-08-21          61.41            22
```","{'customerID': '5164-VMYWJ', 'InvoiceDate': '2013-09-01', 'InvoiceAmount': 65.9, 'DaysToSettle': 32}"
"Given the dataset delimited by the triple backticks, forecast number of days client 5196-TWQXF will take for the payment of an invoice dated 2013-10-30 with an amount 75.06 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
5196-TWQXF  2012-02-25          65.60            36
5196-TWQXF  2012-03-29          60.32            21
5196-TWQXF  2012-04-09          30.11            35
5196-TWQXF  2012-04-13          77.60            35
5196-TWQXF  2012-05-11          56.88            32
5196-TWQXF  2012-05-23          50.44            36
5196-TWQXF  2012-06-09          64.99            22
5196-TWQXF  2012-06-21          82.34            13
5196-TWQXF  2012-07-04          72.65            22
5196-TWQXF  2012-07-30          62.28            19
5196-TWQXF  2012-08-12          49.75            16
5196-TWQXF  2012-08-24          69.54            30
5196-TWQXF  2012-09-28          51.10            19
5196-TWQXF  2012-12-02          50.17            22
5196-TWQXF  2012-12-04          61.73            23
5196-TWQXF  2012-12-30          45.80            11
5196-TWQXF  2013-01-02          45.71            23
5196-TWQXF  2013-02-03          65.47            22
5196-TWQXF  2013-05-13          16.57            22
5196-TWQXF  2013-05-26          55.10            21
5196-TWQXF  2013-07-08          60.00            25
5196-TWQXF  2013-07-24          48.04            22
5196-TWQXF  2013-09-16          37.22            20
5196-TWQXF  2013-09-30          54.25            21
5196-TWQXF  2013-10-28          54.07            16
5196-TWQXF  2013-10-29          78.49            15
```","{'customerID': '5196-TWQXF', 'InvoiceDate': '2013-10-30', 'InvoiceAmount': 75.06, 'DaysToSettle': 20}"
"Given the dataset delimited by the triple backticks, forecast number of days client 5284-DJOZO will take for the payment of an invoice dated 2013-08-22 with an amount 70.84 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
5284-DJOZO  2012-01-13          54.44            14
5284-DJOZO  2012-01-27          53.81            15
5284-DJOZO  2012-02-20          59.19            29
5284-DJOZO  2012-02-23          67.59             6
5284-DJOZO  2012-02-24          44.76            31
5284-DJOZO  2012-02-28          78.91            15
5284-DJOZO  2012-03-24          89.67            26
5284-DJOZO  2012-03-31          58.56            12
5284-DJOZO  2012-04-09          69.80            14
5284-DJOZO  2012-04-13          81.47             8
5284-DJOZO  2012-04-28          67.34            17
5284-DJOZO  2012-05-03          39.51            18
5284-DJOZO  2012-05-25          68.35            16
5284-DJOZO  2012-07-21          79.58             8
5284-DJOZO  2012-07-30          67.80            16
5284-DJOZO  2012-07-31          50.38            10
5284-DJOZO  2012-08-04          72.95            36
5284-DJOZO  2012-10-24          94.88             2
5284-DJOZO  2012-12-14          82.19             4
5284-DJOZO  2013-03-23          80.71             1
5284-DJOZO  2013-03-23          47.67             5
5284-DJOZO  2013-04-16          88.74            20
5284-DJOZO  2013-05-25          72.85            14
5284-DJOZO  2013-07-25          60.30            17
5284-DJOZO  2013-07-30          68.15             7
5284-DJOZO  2013-08-07          73.35             8
5284-DJOZO  2013-08-21          98.88             3
5284-DJOZO  2013-08-21          65.57             5
```","{'customerID': '5284-DJOZO', 'InvoiceDate': '2013-08-22', 'InvoiceAmount': 70.84, 'DaysToSettle': 4}"
"Given the dataset delimited by the triple backticks, forecast number of days client 5529-TBPGK will take for the payment of an invoice dated 2013-09-20 with an amount 91.03 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
5529-TBPGK  2012-03-17          53.36            29
5529-TBPGK  2012-04-07          84.31            39
5529-TBPGK  2012-05-29          64.78            31
5529-TBPGK  2012-07-07          79.09            30
5529-TBPGK  2012-07-08          65.27            24
5529-TBPGK  2012-07-10          57.88            42
5529-TBPGK  2012-08-16          59.21            38
5529-TBPGK  2012-09-09          75.34            31
5529-TBPGK  2012-09-11          28.09            37
5529-TBPGK  2012-09-28          86.59            32
5529-TBPGK  2012-10-29          53.13            34
5529-TBPGK  2012-11-12          76.12            41
5529-TBPGK  2012-11-20          55.81            25
5529-TBPGK  2012-11-28          48.75            30
5529-TBPGK  2012-12-09          49.83            34
5529-TBPGK  2012-12-25          37.97            48
5529-TBPGK  2012-12-28          68.24            39
5529-TBPGK  2013-02-10          77.26            31
5529-TBPGK  2013-03-12          46.63            30
5529-TBPGK  2013-06-04          68.40            33
5529-TBPGK  2013-06-10          38.95            25
```","{'customerID': '5529-TBPGK', 'InvoiceDate': '2013-09-20', 'InvoiceAmount': 91.03, 'DaysToSettle': 34}"
"Given the dataset delimited by the triple backticks, forecast number of days client 5573-KSOIA will take for the payment of an invoice dated 2013-10-28 with an amount 67.26 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
5573-KSOIA  2012-01-20          70.91            34
5573-KSOIA  2012-01-26          98.51            49
5573-KSOIA  2012-04-17          69.54            33
5573-KSOIA  2012-07-16         100.63            34
5573-KSOIA  2012-10-13         102.61            48
5573-KSOIA  2012-12-05          75.65            40
5573-KSOIA  2012-12-07          61.70            36
5573-KSOIA  2012-12-23          92.94            46
5573-KSOIA  2013-01-17          86.27            42
5573-KSOIA  2013-01-24          81.37            49
5573-KSOIA  2013-02-11          86.72            46
5573-KSOIA  2013-02-23          67.52            31
5573-KSOIA  2013-03-31          57.12            32
5573-KSOIA  2013-04-29          89.46            35
5573-KSOIA  2013-05-17          98.88            48
5573-KSOIA  2013-06-02          91.21            42
5573-KSOIA  2013-06-17          72.22            37
5573-KSOIA  2013-07-22          70.77            37
5573-KSOIA  2013-08-19          47.54            38
5573-KSOIA  2013-08-29          87.37            32
5573-KSOIA  2013-10-02          84.31            24
5573-KSOIA  2013-10-19          57.78            28
```","{'customerID': '5573-KSOIA', 'InvoiceDate': '2013-10-28', 'InvoiceAmount': 67.26, 'DaysToSettle': 25}"
"Given the dataset delimited by the triple backticks, forecast number of days client 5592-UQXSS will take for the payment of an invoice dated 2013-11-15 with an amount 21.94 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
5592-UQXSS  2012-02-02          44.92            37
5592-UQXSS  2012-04-07          37.08            35
5592-UQXSS  2012-04-09          64.41            28
5592-UQXSS  2012-04-09          63.16            47
5592-UQXSS  2012-04-22          42.08            34
5592-UQXSS  2012-05-28          44.33            32
5592-UQXSS  2012-06-13          43.52            34
5592-UQXSS  2012-06-21           8.22            16
5592-UQXSS  2012-07-27          57.14            42
5592-UQXSS  2012-10-15          46.64            24
5592-UQXSS  2012-11-14          60.03            28
5592-UQXSS  2013-02-06          37.22            25
5592-UQXSS  2013-03-26          48.98            26
5592-UQXSS  2013-05-01          49.24            34
5592-UQXSS  2013-06-05          34.36            16
5592-UQXSS  2013-07-15          28.43            18
5592-UQXSS  2013-08-28          52.94            45
5592-UQXSS  2013-09-07          14.53            26
5592-UQXSS  2013-09-20          49.54            16
5592-UQXSS  2013-10-06          43.12            35
5592-UQXSS  2013-10-06          36.26            29
5592-UQXSS  2013-10-17          22.06            37
5592-UQXSS  2013-11-06          44.87            35
```","{'customerID': '5592-UQXSS', 'InvoiceDate': '2013-11-15', 'InvoiceAmount': 21.94, 'DaysToSettle': 46}"
"Given the dataset delimited by the triple backticks, forecast number of days client 5613-UHVMG will take for the payment of an invoice dated 2013-11-10 with an amount 60.6 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
5613-UHVMG  2012-01-24          49.62            57
5613-UHVMG  2012-02-04          75.04            32
5613-UHVMG  2012-02-14          46.66            42
5613-UHVMG  2012-03-29          30.03            53
5613-UHVMG  2012-04-17          54.93            58
5613-UHVMG  2012-06-22          49.71            42
5613-UHVMG  2012-08-29          55.54            45
5613-UHVMG  2012-09-12          41.12            39
5613-UHVMG  2012-10-04          64.59            53
5613-UHVMG  2012-10-19          74.37            27
5613-UHVMG  2012-11-01          74.03            38
5613-UHVMG  2012-11-17          63.80            49
5613-UHVMG  2012-11-30          42.01            47
5613-UHVMG  2013-01-24          61.02            51
5613-UHVMG  2013-02-07          72.82            53
5613-UHVMG  2013-04-16          71.86            38
5613-UHVMG  2013-04-24          74.11            39
5613-UHVMG  2013-07-10          65.60            29
5613-UHVMG  2013-09-28          67.08            41
5613-UHVMG  2013-09-30          53.80            36
```","{'customerID': '5613-UHVMG', 'InvoiceDate': '2013-11-10', 'InvoiceAmount': 60.6, 'DaysToSettle': 32}"
"Given the dataset delimited by the triple backticks, forecast number of days client 5875-VZQCZ will take for the payment of an invoice dated 2013-09-18 with an amount 46.17 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
5875-VZQCZ  2012-01-13          87.89            22
5875-VZQCZ  2012-03-18          63.81            20
5875-VZQCZ  2012-05-27          70.07            38
5875-VZQCZ  2012-05-28          87.48            36
5875-VZQCZ  2012-08-14          89.27            27
5875-VZQCZ  2012-09-20          63.66            27
5875-VZQCZ  2012-09-26          56.57            31
5875-VZQCZ  2012-10-26          87.55            30
5875-VZQCZ  2012-10-30          60.80            25
5875-VZQCZ  2012-11-11          57.87            23
5875-VZQCZ  2012-12-30          81.37            43
5875-VZQCZ  2013-03-18          81.21            54
5875-VZQCZ  2013-03-25          50.79            42
5875-VZQCZ  2013-04-23          73.71            23
5875-VZQCZ  2013-05-22          66.06            47
5875-VZQCZ  2013-05-27          55.99            29
5875-VZQCZ  2013-05-30          73.96            20
5875-VZQCZ  2013-07-22          67.57            16
5875-VZQCZ  2013-09-13          76.03            12
```","{'customerID': '5875-VZQCZ', 'InvoiceDate': '2013-09-18', 'InvoiceAmount': 46.17, 'DaysToSettle': 14}"
"Given the dataset delimited by the triple backticks, forecast number of days client 5920-DPXLN will take for the payment of an invoice dated 2013-11-08 with an amount 81.47 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
5920-DPXLN  2012-02-17          61.95            22
5920-DPXLN  2012-02-27          48.75            21
5920-DPXLN  2012-03-03          61.17            26
5920-DPXLN  2012-03-19          49.14            26
5920-DPXLN  2012-05-05          82.20            19
5920-DPXLN  2012-05-10          35.36            31
5920-DPXLN  2012-07-06          52.80            16
5920-DPXLN  2012-07-20          63.57            28
5920-DPXLN  2012-08-30          57.18            20
5920-DPXLN  2012-10-23          69.11            17
5920-DPXLN  2012-10-25          40.55            27
5920-DPXLN  2012-11-04          58.73            35
5920-DPXLN  2012-11-18          56.02            22
5920-DPXLN  2012-12-23          62.58            21
5920-DPXLN  2012-12-30          50.34            15
5920-DPXLN  2013-01-01          36.10            12
5920-DPXLN  2013-01-17          47.55            16
5920-DPXLN  2013-02-23          58.98            17
5920-DPXLN  2013-04-12          63.33            12
5920-DPXLN  2013-04-26          68.35            11
5920-DPXLN  2013-05-28          68.39            13
5920-DPXLN  2013-06-11          53.09            10
5920-DPXLN  2013-09-29          43.81            13
5920-DPXLN  2013-10-02          53.12            21
5920-DPXLN  2013-10-17          65.37            15
5920-DPXLN  2013-10-23          61.19            13
```","{'customerID': '5920-DPXLN', 'InvoiceDate': '2013-11-08', 'InvoiceAmount': 81.47, 'DaysToSettle': 12}"
"Given the dataset delimited by the triple backticks, forecast number of days client 5924-UOPGH will take for the payment of an invoice dated 2013-11-18 with an amount 78.83 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
5924-UOPGH  2012-01-30          72.10            24
5924-UOPGH  2012-02-07         113.76            41
5924-UOPGH  2012-03-11          56.47            27
5924-UOPGH  2012-03-14          67.60            28
5924-UOPGH  2012-03-18          69.93            19
5924-UOPGH  2012-04-13          84.43            18
5924-UOPGH  2012-04-21          96.82            18
5924-UOPGH  2012-05-24          71.08            25
5924-UOPGH  2012-05-31          84.26             9
5924-UOPGH  2012-07-27          59.28            15
5924-UOPGH  2012-07-28          94.42            21
5924-UOPGH  2012-09-01          59.86            24
5924-UOPGH  2012-09-08          93.09            37
5924-UOPGH  2012-09-15          96.74            44
5924-UOPGH  2012-09-19          91.64            21
5924-UOPGH  2012-09-22          96.58            15
5924-UOPGH  2012-11-28          63.76            26
5924-UOPGH  2013-01-06          69.22            14
5924-UOPGH  2013-01-11          92.82            20
5924-UOPGH  2013-01-19          72.36            46
5924-UOPGH  2013-01-19          88.72            38
5924-UOPGH  2013-02-10          61.46            20
5924-UOPGH  2013-04-14          81.26            23
5924-UOPGH  2013-05-08          90.08            32
5924-UOPGH  2013-08-04          65.60            14
5924-UOPGH  2013-08-28          71.19            28
5924-UOPGH  2013-09-25          76.69            14
```","{'customerID': '5924-UOPGH', 'InvoiceDate': '2013-11-18', 'InvoiceAmount': 78.83, 'DaysToSettle': 10}"
"Given the dataset delimited by the triple backticks, forecast number of days client 6004-KITZM will take for the payment of an invoice dated 2013-09-08 with an amount 69.86 to be settled. Return the answer in JSON format, containing four keys: 'customerID', 'InvoiceDate', 'InvoiceAmount' and 'DaysToSettle'. Return only the forecast, not the Python code.","```
customerID InvoiceDate  InvoiceAmount  DaysToSettle
6004-KITZM  2012-03-10          75.99            22
6004-KITZM  2012-05-26          44.96            19
6004-KITZM  2012-06-05          74.90            13
6004-KITZM  2012-06-16          65.51            20
6004-KITZM  2012-11-19          54.95            16
6004-KITZM  2012-11-20          64.27            17
6004-KITZM  2012-11-25          79.42            15
6004-KITZM  2012-12-09          71.71            20
6004-KITZM  2012-12-14          58.56            24
6004-KITZM  2013-01-06          88.16            23
6004-KITZM  2013-02-23          70.90            20
6004-KITZM  2013-03-21          54.33            19
6004-KITZM  2013-04-13          38.60            18
6004-KITZM  2013-04-16          72.88            19
6004-KITZM  2013-04-18          56.17            14
6004-KITZM  2013-08-01          83.37            29
```","{'customerID': '6004-KITZM', 'InvoiceDate': '2013-09-08', 'InvoiceAmount': 69.86, 'DaysToSettle': 4}"
